评论人昵称,星级,等级,时间,有用数,评语
大头绿豆,3,还行,2020-08-21 20:42:42,82,"
这场战斗本身就充满奇幻，导演当然占尽这种便宜，所有的戏都围着苏州河演开。能看到他想雕琢出的群像和个体，也都有或粗或细的成长描写，但因为野心太大，结果我们眼前更多的还是一个个写好的标签。租界里奉献了一些不错的细节，但庞杂的信息中难免显得部分多余。前一个小时在他们绑着手榴弹跳下去达到高潮，但哭完之后我会想为啥不用尸体丢下去，以及，不得不迎来啰嗦冗长，煽情过曝的后一个小时。黄晓明及时提醒我们这部片的水准，我一看敦刻尔克我才给了四星，只好三星了事。
"
孟浪,3,还行,2020-08-18 00:06:48,95,"
影片刻意放大了以苏州河为界两岸对垒下的坚守与投降、牺牲与逃跑两种选择的对立与凝视，导演的创作路径是由一种多视角叙事呈现出对中华民族抗敌奇迹的围观，进而以八百壮士死守四行仓库为核心，搭配政客、戏子、妓女、知识分子、学生、黑帮、汉奸、记者等符号化的人设，展开对人性的赞美与讽刺、政治的把玩与嘲弄。但群戏的最大难点就在于对演员表演方式的统一调配以及平衡感的把握，显而易见，杜淳、黄晓明、李晨等华谊兄弟系男演员并没有撑得起这样的期望。当然，影片最大的败笔还是对老算盘、老铁等几个人物近乎偷懒地、漫画式地塑造，一些轻浮的喜剧元素完全冲淡了战争片本该有的残酷感和严肃性，乃至于结尾浮皮潦草地进行几处人性升华也就难以令人信服。此外，影片还想以伪纪实烘托出几分历史真实感，但手法太过低劣，远没有达到以假乱真的水准。
"
阿暖,4,推荐,2020-08-14 13:58:04,114,"
战争的背后都是政治，那电影的背后当然也只有政治。
"
老袁,3,还行,2020-09-02 13:05:58,78,"
完全看不出导演反战，只感受到导演对战争的迷恋。
"
兮颜,1,很差,2020-08-24 10:52:09,98,"
不好意思，真不喜欢看，为煽情而煽情，大型架空历史玄幻抗日电影
"
[已注销],2,较差,2020-08-21 13:13:01,345,"
开始能给四颗星，看到最后两颗星……
"
测不准的索菲娅,2,较差,2020-08-14 21:16:25,230,"
看到一半无力吐槽，一星给题材，一星给摄像。我怕看完连两分也给不了了。
"
嘟嘟熊之父,2,较差,2020-08-14 22:31:53,208,"
不能仅歌颂英雄，一定要歌颂国人，问题就出在这里。大概到第100分钟，电影已经完成了它的使命。摄影机如一把枪，全程模拟瞄准的过程，以全景镜头预警即将到来的惨烈，枪战炮火中贯穿始终的浅景深摇镜制造出信息过载的假象。当然，视点的限制意味着画外可能发生一切，但无法说服自己如此的高强度感官冲击不是假象，因为靶心始终只有敌军一方，且开场即被明晃晃地曝露在外，瞄准的动作沦为形式，脱靶又显然不现实，四面八方全是靶心，你又如何能脱靶。
"
荒野一鸽,3,还行,2020-08-21 13:16:09,136,"
算是典型的情绪电影，镜头着重渲染情绪，背后的逻辑和思考没有感受到。
"
沁言子,3,还行,2021-03-08 01:05:32,0,"
拍得一般
"
王湾下雨了,2,较差,2020-08-14 22:49:56,213,"
除了枪炮血腥之外啥也没有，各个空洞洞的人物，一场战争拍成了运动会，租界上的看客是观众在呐喊助威，仓库里的战士是演员在表演，管虎不会拍电影，和审查删减无关，浪费人力物力金钱拍这种东西意义何在。
"
LOOK,2,较差,2020-08-15 09:59:51,131,"
2020年盛夏看一部大陆导演拍的一仲各表硬核深蓝宣传片，我真的有点穿越。也不用扯上光荣之路、现代启示录、全金属外壳之类，一部现代战争片，最终的落脚点就是一面旗，就不多说啥了。唯一有点意思的人物是零星闪过几个镜头的余皑磊，造型气场有点《老无所依》里哈维尔·巴登的味道，是人在战争处境下不知所措的荒诞变态感。其他人物都是一个模子出来的。
"
会笑的昨天,5,力荐,2020-08-14 13:24:25,1176,"
表演、摄影、置景都无可挑剔，成片对得起观众的期待。看之前一直好奇姜武这个角色，以往他在我眼里都是硬汉形象，以为在电影里也会充满北方爷们的狠劲，但其实不是……他只是演绎了一个平凡的民兵，所以我看电影的时候快急死了！一方面特别期望看到他的崛起，一方面又讶于他瓜怂的演绎。历史上本来就没有那么多大英雄，有的只是千千万万个不屈不挠，英勇反抗的平凡人物。
"
大钊,2,较差,2020-08-18 23:50:28,233,"
《八佰》破8指日可待。编剧和管虎彻底毁了这场大制作，烂归烂，还是很推荐大家看IMAX，如此精致光影的租界夜上海，快节奏的反击战，文戏再烂也值了。要讲悲壮的历史，全片一点都不严肃，看不到一点战争的样子，演员形象本身不立体，表演还一脸自我满足，很多“感人”的场面找不到合理动机。中国不缺技术，缺艺术，和删减无关，管虎本身不行。
"
寒枝雀静,4,推荐,2020-08-15 00:03:46,93,"
C / 与其说是关于战士的电影，不如说是关于“戏子”与“观众”的电影。用第一天极为刺骨地对苏州河两岸空间作二元勾勒之后，影片试图提出一个颇为大胆的命题：“观看”从不仅仅是观看，目光具备蓄积力量、引向行动并突破边界的潜能。由此才有灯红酒绿中人的双手，才有最后的情感喷薄。然而对岸群像的删减却让这个目视关系联结交错的过程大大萎缩，因而“不知亡国恨”之人的泪水也变得虚假，苦心孤诣构建的空间对垒也愈发无力。而银幕前的观众，在受尽了隔岸观火“无能为力”的折磨之后，过于轻巧地加入了英雄的队伍，无所适从。
"
cllaomi,2,较差,2020-08-14 23:14:13,187,"
在舞台剧般扯着嗓子的口号声和拉开架势要干一架的做作表演风格这些外放亢奋的情绪下是指向不明的大杂烩式苍白内核。无论是士兵还是被塑造成隔岸观火的南岸民众，都是工具人，沦为走马观花的描绘，就谈不上有“平凡人转换”的土壤和让观众共情的可能。某些桥段想质疑用虚妄的抵抗的荣誉牺牲国民、只为作秀的做法，另一些桥段又马上生硬地嫁接到“用牺牲让历史铭记”、“唤醒民智”的主题上，就好像片中谢晋元角色能在一开始提出”明朝为何而亡“、”战争后都是政治“，片尾又突然掉到家国信仰一般，充满了妄图将民族主义主旋律和反主旋律粗糙糅合在一起的那种逻辑上的割裂与矛盾。角色的台词，要么浅薄，要么纯为刺激情绪。护旗桥段就有点扯淡了，到了片尾隔着租界的门比大拇指、伸出拳头的设计就已经是好笑了。白马的象征意义、逃兵视角都是多余的。
"
游女,2,较差,2020-08-16 10:48:10,233,"
找孙元良宣传的电影，没什么好说的，侮辱八百壮士。
"
Le Salomon,2,较差,2020-08-15 11:29:42,184,"
人家跟你谈严谨，你跟人家谈情怀。拍了部夸岳飞的电影，请秦桧后人一起宣传。这电影最大的亮点就是告诉人们对帝国主义展示自己的悲惨来博得同情和援助是不切实际的，没有足够的实力，在任何时代都是会只有英烈没有胜利。
"
浆糊骗子,2,较差,2020-08-14 12:36:53,130,"
老好人已经跳不出老好人的戏路了；wqy+学wqy的=双倍毁戏

"
连城易脆,4,推荐,2020-08-15 21:32:11,77,"
电影遭受的各种场外风波和批评现在看起来似乎不大公平。首先八佰壮士是李德胜大大钦定的革命典型，四行仓库抗战纪念馆也是我党亲自出资筹建的。诚然，老蒋等KMT高层确实昏庸无能，且总是寄希望于英美国家，八百壮士确实被当成了炮灰，但是无碍于他们是革命英雄啊！陈树生舍生取义的故事不动容吗？底层将士英勇抗日难道不是事实吗？不能因为将领的无能而否定底层战士的牺牲呀！他们同样生的伟大，死的光荣。另外看过电影以及看过原版对比就知道，电影就没有提所谓逃跑将军孙元良，所以谈何洗白呢？洗什么了？即便管虎和秦汉合影的操作有点谜，但是电影现在看下来没啥大毛病呀，无非就是因为删减造成了部分情节不连贯人物无头无尾，但是如果你参观过四行仓库原址，就知道电影几乎就是照着抗战纪念馆原封不动拍的，完全符合我党对于这场战争的描述。
"
江湖骗纸,2,较差,2020-08-17 12:59:37,156,"
太刻意了，而且几乎每个明星都有一个超大的特写镜头，影响观感。
"
.,1,很差,2020-08-16 22:37:01,890,"
故事本来就很悲壮了，不必整这些花里胡哨的，能老老实实的讲好故事就不错了，非得搞得这么复杂，四不像！一点破事反复赘述，真的烦透了！！！
"
Shadowchaser,4,推荐,2020-08-19 14:11:55,8889,"
7.5/10. 怀着9分的期望去看的，遗憾的发现影片远没有我想象中的那么好，虽然本身质量也够硬。理应是高潮的护旗戏份虽然热血，但总少了点劲，导致全片的战斗片段没有一段是足够称得上高潮的。差不多四五场大小接敌战，很好的调动起观众的情绪，但是每一段都点到为止，怎么也没有真的把最后感人至深的泪点引出来，打的又很真实，以至于可以燃的燃点也没有塑造好。包括后半小时的撤退戏，强行煽情，只让人觉得节奏拖延，太过拉胯了。白马意象可以保留，但幻想赵子龙的片段完全无意义，和几处慢镜头一样无意义。服化道的用心和制作精良的态度以及管虎的野心如同影片的缺点一样显而易见。虽然没我想象中那么好，但整体上是非常值得一看的国产片。
"
朝暮雪,2,较差,2020-08-19 11:45:14,8003,"
摄影、视觉效果、场面调度是一流，但立意和内核是不入流。
孙元良带领国军全部撤离上海，只留下420人保卫四行仓库，而且贪污了26万用于修筑防御工事的钱。
人又少，又没钱，能打得不惨吗？
打得惨，国军的目的就达到了。
所以四行仓库保卫战的本质是国军用这420人证明国军“还在坚守”，用卖惨祈求国际的介入。
八百只是他们的棋子，从头到尾都被蒙在鼓里。
新闻讲究真实、准确、公正、全面、客观，拍真实事件的电影也一样。
本片着重拍八百保卫四行仓库，对国军高层的昏庸腐败却一笔带过，这是片面，是断章取义。
拍一部不交代时代背景的战争片毫无意义，我们不仅要知道他们打了一仗，更要知道他们为什么要打，更要知道这场战役背后的故事。
张译从头到尾都是逃兵，没有任何成长。
姜武和王千源的台词可以写得更高级。
升旗很悲壮，但不符合史实。
"
胧月夜,5,力荐,2020-08-18 10:26:13,6737,"
电影结束，全场静默，仿佛所有的观众还沉浸在那种悲壮的氛围中没有回神
"
禁闭岛,1,很差,2020-08-14 22:02:48,443,"
字幕敢不敢再多点，没参与过电影制作吗？一会冒出个摄影指导、一会一个导演的，生怕别人不知道是你制作的。欧豪都30了在里面演个孩子。整体感觉就是误入快男选秀现场，插刀教团伙，对不起，我还是继续看我的抗日神剧吧。导演貌似根本不知道自己要讲的是什么。对不起，八佰救不了华谊！
"
下一秒治好懒病,3,还行,2020-08-14 21:01:04,6008,"
和删不删减没关系，创作者就没明白是想拍大时代小人物，还是小人物大时代。对岸民众拍得更可笑
"
春玉简,5,力荐,2020-08-19 13:53:00,4583,"
大半年了，有这样大制作又有家国情怀的电影让经历了疫情洪灾的国人确实足够提振精神
"
浅草37,4,推荐,2020-08-21 19:33:59,2804,"
机枪班绑手榴弹排队往下跳的那段震撼到全场静默
"
