评论人昵称,星级,等级,时间,有用数,评语
胡西湖溪,5,力荐,2021-09-30 18:07:26,1023,"
太震撼了，太值票价了，画面和特效真的惊得我无以复加，七连的插科打诨，一起作战，每次美军空袭的画面都会震惊的我无以复加，也深刻认识到，从装备到作战人员，志愿军和美军的差距，也看到了志愿军的万众一心与众志成城，看完了，我真的可以看到导演和演员对这部电影的用心，从声乐，从画面，从特效，只能用震撼来说明，绝对是我看过最震撼的战争片。说完了优点，还是要说一点缺点，凯子哥，你的画面确实一如既往的美，但是你确实是给超贤导演和徐克导演拖后腿了，后半段的文戏水到渠成和战争画面融合的很好，但是前半段的文戏有时候我真的有点一头雾水，抒情来的莫名其妙，好在后面强大的战争画面和特效立住了抒情的前提。总之，绝对值得票价，也绝对值得去看，凯子哥的瑕疵不值一提
"
东风殇,5,力荐,2021-09-29 22:18:24,2932,"
电影太震撼了，真实还原了长津湖战争的过程，展现了最可爱的战士们朴实又坚韧的精神。易烊千玺又一次挑战自己，虽然有一点之前的影子，不过很好的诠释了这个人物，通过这个孩子成长的过程，侧面反映了战争的残酷无情。胡军这次演绎雷爹很丰满，最后太好哭了，这么可爱的人居然还是牺牲了。电影很棒，具有史诗级的作品，国产的战争片又有了很大的进步。
"
邓吖Don,5,力荐,2021-10-01 01:28:55,407,"
直接比喻成：中国男篮和美国男篮打至平手，加时赛最后体力不支，阵容厚度不佳，小比分惜败的即视感。美国男篮此战过后，从此再也不会小瞧中国男篮…
"
不羁绊的石头,4,推荐,2021-10-07 15:06:57,252,"
国内战争题材电影质感越来越好，但反战的视角却越来越模糊。环測周边观众各个激情澎湃，热情高涨，似乎参战，速缴匪敌成为影后幻想。纵观同类型题材拯救大兵，辛德勒等，都表达一个观点：不打了，不想打，我想回家等。所以还是有一点点的担忧。
"
康斯坦,3,还行,2021-09-27 17:54:21,309,"
香港导演们，使命…没有必达。段奕宏表演最佳。
"
鸟倦知还,4,推荐,2021-09-30 09:27:49,1173,"
有多久没看到兰晓龙的编剧作品就有多期待《长津湖》，真的完全出乎意料的满意！整体故事相当完整，每个角色的线都很丰满。伍千里，伍万里，余从戎，谈子为，梅生，雷睢生，平河……少见的战争片能让我记住每个角色的名字，既文雅又饱含着期待和寓意。而且演员与角色契合度堪称完美，从不同角度呈现了他们为什么是最可爱的人，把一个连队的生命力表现得淋漓尽致。最让人关注的战争场面，是实打实的震撼，战场身临其境的特效超级棒，三个导演有在互相补足，贡献了超强搭配。IMAX首选，萎靡了一年的电影院，终于要迎来燃炸的国庆档！

"
嘚叔,5,力荐,2021-09-28 17:40:46,1543,"
虽是主旋律，但惊喜连连。印象最深刻的是，在战士的眼中看到了害怕。
"
二十四帧,4,推荐,2021-09-30 17:44:06,305,"
兰晓龙没让人失望！此片是中国电影工业的一大进步，三位导演，各把自我风格发挥出来了，突出的是陈凯歌的诗意景象，江村渔火，万里长城，还有在火车内对人物性格的展现，颇有大师之风范；徐克的动作美学,林超贤的军事戏，做的也非常具有观赏性。此片的剧作也是主旋律电影的一大进步，宏观命题与微观情绪的并存，小人物团体为主角，真是把好莱坞的优点算是学过来了，这点兰晓龙功居其首。当然，影片也有很多不足之处（个人认为黄建新让兰晓龙做了妥协）：家国生存与个人生存融合地不好、志愿军精神以及战争残酷性表达地不充分；宏观戏过多，导致人物性格没立足；结尾处理太差；特效一般，音乐铺的过满，三个导演的风格不是很统一。
"
咚咕隆锵,5,力荐,2021-09-29 22:26:40,1841,"
《论卡轴的战略重要性》《丰碑》。和一群这个时代的人一起在杜比全景声厅里泪流满面。为了下一代远离硝烟，英雄们把热血融进疆土，这个故事是悲壮的离歌，更是燃烧的史诗。观影完毕久久不能平静，看完片尾字幕听完片尾曲后就是志愿军军歌，真的有种大银幕连接了两个时空的感觉，很触动。还有就是，群像做得非常好，长城那段画面是高光之一，多美的国土，值得为之而战。
"
点ggg,5,力荐,2021-09-30 06:24:25,1347,"
战争片的宏大被展现的淋漓尽致，所有人物都有很好的刻画，尤其是易烊千玺饰演的万里拥有完整的成长线，他也完美演绎出了万里经过残酷的战争后，从少年到成熟，从江边野孩子变成了一个真正的兵的过程！片中祖国河山的部分超级美，应该是凯歌导演拍的，为了这大好河山我们必须打这场仗！看完后不夸张的说，《长津湖》是我看过的战争片中拍的最好的！也是为数不多拍摄抗美援朝的电影！伟大的志愿军们，永远是最可爱的人！
"
jxy,3,还行,2021-10-07 17:54:58,196,"
是电影长津湖，不是历史长津湖
"
青川,3,还行,2021-09-27 13:31:43,252,"
电影的整体水平我觉得在介于《八佰》和《红海》之间，算是很有诚意的战争大片。
故事背景交代的还挺清楚，对于不了解抗美援朝战争的观众很友好。
战争场景很真实宏大，有三场大型的战役刻画的很鲜明和残酷，画面的推进很震撼，虽然不是3D的，片子所呈现出的立体感，完全可以做到沉浸式观影。
人物塑造每个角色都很鲜明，起码是立体的，不像《中国医生》人物都是扁平化。四字弟弟从初入军队到最后的结尾，有很清晰的成长线。吴京就还是《战狼》那样，胡军和朱亚文正常发挥，李晨再一次证明了不会演戏，让我特别惊喜的是韩东君竟然是有演技的，他可以走欧豪那种路线哎，其他角色基本都是工具人，没啥可说的。
没有想到一个战争片笑点竟然很多，突然就有那么一下子打破了战争压抑的氛围。
缺点就是文戏和战争戏有割裂感，这也是联合导演造成的通病，
"
Mr.NotHere,5,力荐,2021-09-29 18:07:14,1288,"
今天来看了长津湖，有些感受，不涉及剧情的透漏，因此写下来。电影中给我两个感受颇深的点。第一点，圣诞节那天，中国军队和美国军队伙食的巨大反差，让人真的心疼我国志愿军，但丝毫不影响他们作战和快乐的心情，所以优越的物质条件并不是决定成败的根本因素，有时候人的意志才是。第二点，不知道大家对于我国从朝鲜运回烈士遗骸有何感受。但这次我深切感受到运回烈士遗骸的必要性。这些烈士在他们那个时代，也有精彩的人生，但他们为了祖国，去异国他乡战斗，为国捐躯，献出自己宝贵和本该精彩的人生，后人真的应该永远铭记他们，把他们遗骸送回祖国大地也是后代子孙应该做的，他们值得，这也是我们对历史做出贡献的人的尊重，是跨越时空的尊重。
"
Aurora,3,还行,2021-10-01 10:29:10,239,"
没有我想象中好看吧，也有可能是想通过一些轻松幽默的场面化解战争的苦痛？感觉更像是贺岁片（不知道该用什么词）
"
Damian,4,推荐,2021-10-01 20:40:09,249,"
刚入朝在干河坝的石头那场戏我紧张得差点窒息了
"
无处安放,3,还行,2021-10-01 17:36:02,371,"
很失望，煽情部分太多，剧情有点混乱，有些地方特效一般般，提前离场了。
"
silva,4,推荐,2021-09-30 18:52:47,373,"
好几个画面还是感动的湿了，几个演员都演得挺好。总体有个感受，不管拍的如何，只要实打实把资源砸进去，这么波澜壮阔的朝鲜战争，如此有现实教育意义的一次胜利，拍他十部八部都不为过。人老美打输的战争拍的都比这多，舆论宣传的阵地要勇敢的抢滩登陆！
"
独慕,3,还行,2021-09-30 16:01:33,611,"
3.5 开头到第一次正面交战这里 我觉得整体节奏都非常流畅  后面就开始拖沓了  雷排长牺牲那段 有点过于煽情 反而没那么令人动容 
"
你看起来很好吃,4,推荐,2021-10-10 22:12:59,139,"
没有金刚川那么能代入情绪，不过胡军演的真好，摸着鼻子和脖子里流出的血的害怕的表情，小人物就是应该怕死然后有些事情又必须要去做，这样才够真实。吴京中规中矩，段奕宏也是。我想不明白为何非要用人命去堆出战争的胜利，确实在装备大幅度落后的情况下就得靠意志，但是他们自己就真的愿意牺牲吗？有没有别的途径呢？不得而知。那个年代，又感人又悲壮又无奈。
"
那就豆花吧,5,力荐,2021-10-02 22:55:04,276,"
我知道，所有的战争都是惨烈的，但一直以来，我所感知的“惨烈”都是不可名状的。《长津湖》最大程度还原了抗美援朝战争的真实情境，其中多处战争场面令人心惊、令人震撼、令人悲痛。战场把人变成鬼。开着战斗机的美国大兵，对着“死尸”扫射，只是为了打发时间、做个无聊赌约。活着的时候是侩子手，死去之后又是鞭尸人。与天斗是为了与人斗。零下40℃的极寒天气，隐藏在大大小小谷壑中的中国军人，他们和老天爷对抗着，只为同意欲抢夺祖国疆土的美国士兵较量。没有打不死的英雄。资本主义的战争遍地是杀人机器，而我们只有一波又一波的血肉之躯。坦克、迫击炮、火箭筒，在枪林弹雨里，我们能用的武器太少也太小。上了战场的都是英雄，但他们却不是打不死的。电影只是历史的一个缩影，背后的惨烈不敢想象。新中国来之不易！致敬中国军人！
"
ssss219,5,力荐,2021-10-02 18:50:53,262,"
近两年从金刚川，到1950，到长津湖。这次感触最深。外公也是19岁上的现场，也会怕疼，也会调皮，也会想家。
"
咕噜咕噜Q,3,还行,2021-10-02 09:18:52,309,"
这要是历史纪录片，还原的有滋有味。
这要是一部描述战争的电影，我只能说看了等于没看。
"
kate y,3,还行,2021-09-26 22:16:07,275,"
没想过他能完全还原史实，因为不可能。只论影片质量，打的很激烈，但大场景太绿幕了，一眼假。人物塑造也逃脱不了英雄气概的脸谱化，我给两星半
"
Herry·Stark,5,力荐,2021-10-02 23:39:35,308,"
画面出现在感恩节，我军战士只能躲在冰冷雪山沟里啃冻的邦邦硬硌掉牙的土豆时，万恶的美军却在温暖的阵地里开快乐而酒肉满足的派对。这个前后画面对比异常强烈。
这就是长津湖战役，我们的先辈与当时美军各方面的悬殊差距，看到雷爸喊疼说不要留下他自己最后死去的片段时，更深刻的感受了什么是前仆后继，电影或精彩或激烈或好笑的片段很多，但让我始终紧张和恐慌的，是那未休止的枪炮声和美军飞机的呜呜声，试想下我只是坐在影院里听声音就对炮弹爆炸、美机不时的轰炸而惊慌和害怕，揪着的心从未放下，那当年那些踏上战场，真真切切面对战争的祖祖辈辈们又该有怎样怎样怎样我们想象不到的经历和感受。
我们活在他们希望的未来里，有什么理由不珍惜？
永怀感恩，感恩你们
"
